FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
ubs.fid-4d3f006b_168d7d75ee6_-4f46,39812,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f45,39813,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f44,39813,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f43,39814,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f42,39814,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f41,39815,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f40,39815,Mombaça/Ce - CE - UBS - Mombaça - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MOMBAÇA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.6303698460803 -5.73883395237447)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f3f,39817,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f3e,39817,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f3d,39819,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f3c,39819,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f3b,39820,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f3a,39820,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f39,39821,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f38,39821,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f37,39822,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f36,39822,Morada Nova/Ce - CE - UBS - Morada Nova - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,MORADA NOVA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.370507602476 -5.09774766500025)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f35,39832,Pacajus/Ce - CE - UBS - Pacajus - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PACAJUS/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.465337970242395 -4.171453210114169)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f34,39832,Pacajus/Ce - CE - UBS - Pacajus - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PACAJUS/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.465337970242395 -4.171453210114169)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f33,39833,Pacajus/Ce - CE - UBS - Pacajus - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PACAJUS/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.465337970242395 -4.171453210114169)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f32,39833,Pacajus/Ce - CE - UBS - Pacajus - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PACAJUS/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.465337970242395 -4.171453210114169)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f31,39834,Pacajus/Ce - CE - UBS - Pacajus - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PACAJUS/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.465337970242395 -4.171453210114169)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f30,39834,Pacajus/Ce - CE - UBS - Pacajus - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PACAJUS/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.465337970242395 -4.171453210114169)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f2f,39839,Palmácia/Ce - CE - UBS - Palmácia - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PALMÁCIA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.8449542388842 -4.13868777758621)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f2e,39839,Palmácia/Ce - CE - UBS - Palmácia - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PALMÁCIA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.8449542388842 -4.13868777758621)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f2d,39840,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f2c,39840,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f2b,39841,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f2a,39841,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f29,39842,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f28,39842,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f27,39843,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f26,39843,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f25,39845,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f24,39845,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f23,39846,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f22,39846,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f21,39847,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f20,39847,Paracuru/Ce - CE - UBS - Paracuru - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARACURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.03038254308039 -3.41473387920585)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f1f,39849,Paraipaba/Ce - CE - UBS - Paraipaba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARAIPABA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.148223564592705 -3.43836102595548)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f1e,39849,Paraipaba/Ce - CE - UBS - Paraipaba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARAIPABA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.148223564592705 -3.43836102595548)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f1d,39849,Paraipaba/Ce - CE - UBS - Paraipaba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARAIPABA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.148 -3.439)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f1c,39850,Paraipaba/Ce - CE - UBS - Paraipaba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARAIPABA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.148223564592705 -3.43836102595548)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f1b,39850,Paraipaba/Ce - CE - UBS - Paraipaba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARAIPABA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.148223564592705 -3.43836102595548)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f1a,39850,Paraipaba/Ce - CE - UBS - Paraipaba - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PARAIPABA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.148 -3.439)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f19,39866,Redenção/Ce - CE - UBS - Redenção - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,REDENÇÃO/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7280712642707 -4.21625345167958)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f18,39866,Redenção/Ce - CE - UBS - Redenção - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,REDENÇÃO/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7280712642707 -4.21625345167958)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f17,39867,Redenção/Ce - CE - UBS - Redenção - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,REDENÇÃO/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7280712642707 -4.21625345167958)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f16,39867,Redenção/Ce - CE - UBS - Redenção - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,REDENÇÃO/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.7280712642707 -4.21625345167958)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f15,39877,São Gonçalo do Amarante/Ce - CE - UBS - São Gonçalo do Amarante - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO GONÇALO DO AMARANTE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.9730001211935 -3.60552444013841)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f14,39877,São Gonçalo do Amarante/Ce - CE - UBS - São Gonçalo do Amarante - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO GONÇALO DO AMARANTE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.9730001211935 -3.60552444013841)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f13,39878,São João do Jaguaribe/Ce - CE - UBS - São João do Jaguaribe - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO JOÃO DO JAGUARIBE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.2697148235837 -5.2755531327795)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f12,39878,São João do Jaguaribe/Ce - CE - UBS - São João do Jaguaribe - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO JOÃO DO JAGUARIBE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.2697148235837 -5.2755531327795)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f11,39879,São João do Jaguaribe/Ce - CE - UBS - São João do Jaguaribe - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO JOÃO DO JAGUARIBE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.2697148235837 -5.2755531327795)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f10,39879,São João do Jaguaribe/Ce - CE - UBS - São João do Jaguaribe - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO JOÃO DO JAGUARIBE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-38.2697148235837 -5.2755531327795)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f0f,39880,São Luís do Curu/Ce - CE - UBS - São Luís do Curu - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO LUÍS DO CURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.239479436823494 -3.67013585434311)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f0e,39880,São Luís do Curu/Ce - CE - UBS - São Luís do Curu - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO LUÍS DO CURU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.239479436823494 -3.67013585434311)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f0d,39881,Senador Pompeu/Ce - CE - UBS - Senador Pompeu - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SENADOR POMPEU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.37072752287919 -5.58283490326486)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f0c,39881,Senador Pompeu/Ce - CE - UBS - Senador Pompeu - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SENADOR POMPEU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.37072752287919 -5.58283490326486)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f0b,39882,Senador Pompeu/Ce - CE - UBS - Senador Pompeu - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SENADOR POMPEU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.37072752287919 -5.58283490326486)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f0a,39882,Senador Pompeu/Ce - CE - UBS - Senador Pompeu - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SENADOR POMPEU/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.37072752287919 -5.58283490326486)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f09,39884,Sobral/Ce - CE - UBS - Sobral - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOBRAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.3485758941247 -3.6895085578114)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f08,39884,Sobral/Ce - CE - UBS - Sobral - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOBRAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.3485758941247 -3.6895085578114)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f07,39886,Sobral/Ce - CE - UBS - Sobral - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOBRAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.3485758941247 -3.6895085578114)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f06,39886,Sobral/Ce - CE - UBS - Sobral - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOBRAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.3485758941247 -3.6895085578114)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f05,39887,Sobral/Ce - CE - UBS - Sobral - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOBRAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.3485758941247 -3.6895085578114)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f04,39887,Sobral/Ce - CE - UBS - Sobral - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOBRAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.3485758941247 -3.6895085578114)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f03,39889,Sobral/Ce - CE - UBS - Sobral - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOBRAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.3485758941247 -3.6895085578114)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f02,39889,Sobral/Ce - CE - UBS - Sobral - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOBRAL/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.3485758941247 -3.6895085578114)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f01,39890,Solonópole/Ce - CE - UBS - Solonópole - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOLONÓPOLE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.0110755098733 -5.71932818791345)),0
ubs.fid-4d3f006b_168d7d75ee6_-4f00,39890,Solonópole/Ce - CE - UBS - Solonópole - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SOLONÓPOLE/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.0110755098733 -5.71932818791345)),0
ubs.fid-4d3f006b_168d7d75ee6_-4eff,39891,Tejuçuoca/Ce - CE - UBS - Tejuçuoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TEJUÇUOCA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.580225487175696 -3.98868525527541)),0
ubs.fid-4d3f006b_168d7d75ee6_-4efe,39891,Tejuçuoca/Ce - CE - UBS - Tejuçuoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TEJUÇUOCA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.580225487175696 -3.98868525527541)),0
ubs.fid-4d3f006b_168d7d75ee6_-4efd,39893,Tejuçuoca/Ce - CE - UBS - Tejuçuoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TEJUÇUOCA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.580225487175696 -3.98868525527541)),0
ubs.fid-4d3f006b_168d7d75ee6_-4efc,39893,Tejuçuoca/Ce - CE - UBS - Tejuçuoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TEJUÇUOCA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.580225487175696 -3.98868525527541)),0
ubs.fid-4d3f006b_168d7d75ee6_-4efb,39894,Tejuçuoca/Ce - CE - UBS - Tejuçuoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TEJUÇUOCA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.580225487175696 -3.98868525527541)),0
ubs.fid-4d3f006b_168d7d75ee6_-4efa,39894,Tejuçuoca/Ce - CE - UBS - Tejuçuoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TEJUÇUOCA/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-39.580225487175696 -3.98868525527541)),0
ubs.fid-4d3f006b_168d7d75ee6_-4ef9,39895,Tejuçuoca/Ce - CE - UBS - Tejuçuoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TEJUÇUOCA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.580225487175696 -3.98868525527541)),0
ubs.fid-4d3f006b_168d7d75ee6_-4ef8,39895,Tejuçuoca/Ce - CE - UBS - Tejuçuoca - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TEJUÇUOCA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.580225487175696 -3.98868525527541)),0
ubs.fid-4d3f006b_168d7d75ee6_-4ef7,39898,Trairi/Ce - CE - UBS - Trairi - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TRAIRI/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.2684825355442 -3.26969562213059)),0
ubs.fid-4d3f006b_168d7d75ee6_-4ef6,39898,Trairi/Ce - CE - UBS - Trairi - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TRAIRI/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.2684825355442 -3.26969562213059)),0
ubs.fid-4d3f006b_168d7d75ee6_-4ef5,39899,Trairi/Ce - CE - UBS - Trairi - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TRAIRI/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.2684825355442 -3.26969562213059)),0
ubs.fid-4d3f006b_168d7d75ee6_-4ef4,39899,Trairi/Ce - CE - UBS - Trairi - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TRAIRI/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.2684825355442 -3.26969562213059)),0
ubs.fid-4d3f006b_168d7d75ee6_-4ef3,39900,Trairi/Ce - CE - UBS - Trairi - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TRAIRI/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.2684825355442 -3.26969562213059)),0
ubs.fid-4d3f006b_168d7d75ee6_-4ef2,39900,Trairi/Ce - CE - UBS - Trairi - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,TRAIRI/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.2684825355442 -3.26969562213059)),0
